ID,Candidate,Constituency ∇,Party,Criminal Case,Total Assets,Liabilities,state,Education
1482,Sanjay Waman Sawkare,BHUSAWAL (SC),BJP,0,2 Crore+,0,MAHARASHTRA,Others
1483,Mrinal Saikia,KHUMTAI,BJP,0,86 Lac+,0,ASSAM,Post Graduate
1484,Suhaib Alias Mannu Ansari,MOHAMMADABAD,SP,0,22 Lac+,0,UTTAR PRADESH,Graduate
1485,Kirodi Lal,SAWAI MADHOPUR,BJP,12,3 Crore+,57 Lac+,RAJASTHAN,Graduate Professional
1486,Golu Shukla Alias Rakesh Shukla,INDORE-3,BJP,0,61 Crore+,6 Crore+,MADHYA PRADESH,12th Pass
1487,Pradip Kumar Amat,BOUDH,BJD,0,1 Crore+,2 Lac+,ODISHA,Post Graduate
1488,Baleshwar Sahu,JAIJAIPUR,INC,1,8 Crore+,3 Crore+,CHHATTISGARH,Post Graduate
1489,Devi Singh Shekhawat,BANSUR,BJP,0,5 Crore+,2 Crore+,RAJASTHAN,Graduate
1490,Ravikumar Gowda (Ganiga),MANDYA,INC,7,21 Crore+,18 Crore+,KARNATAKA,12th Pass
1491,Nayan Pal Rawat,PRITHLA,IND,0,2 Crore+,43 Lac+,HARYANA,Post Graduate
1492,Mutchu Mithi,ROING,NPP,0,4 Crore+,0,ARUNACHAL PRADESH,Graduate
1493,Nainar Nagenthran,TIRUNELVELI,BJP,1,0,4 Crore+,TAMIL NADU,Post Graduate
1494,Patel Vipulkumar Vinubhai,SOJITRA,BJP,0,2 Crore+,0,GUJARAT,12th Pass
1495,Delilah Michael Lobo,SIOLIM,INC,2,92 Crore+,28 Crore+,GOA,Graduate
1496,Senthilbalaji V,KARUR,DMK,30,2 Crore+,9 Lac+,TAMIL NADU,Graduate
1497,Dilip Mondal,BISHNUPUR (SC),AITC,1,1 Crore+,55 Lac+,WEST BENGAL,12th Pass
1498,Kropol Vitsu,SOUTHERN ANGAMI-II (ST),BJP,0,3 Crore+,35 Lac+,NAGALAND,Graduate Professional
1499,Yadvendra Singh (Jaggu Bhaiya),TIKAMGARH,INC,2,8 Crore+,14 Lac+,MADHYA PRADESH,Post Graduate
1500,Swapan Debnath,PURBASTHALI DAKSHIN,AITC,1,96 Lac+,0,WEST BENGAL,Post Graduate
1501,Jeevan Jyot Kaur,AMRITSAR EAST,AAP,1,4 Crore+,41 Lac+,PUNJAB,Graduate Professional
1502,K Konngam Konyak,PHOMCHING (ST),BJP,0,11 Crore+,0,NAGALAND,8th Pass
1503,Balkrushna Khanderao Shukla (Balu Shukla),RAOPURA,BJP,0,0,29 Lac+,GUJARAT,Post Graduate
1504,Rajesh Kumar Singh,MOHIUDDINNAGAR,BJP,0,3 Crore+,35 Lac+,BIHAR,Graduate
1505,Dr. Rajendra Bhaskarrao Shingane,SINDHKHED RAJA,NCP,2,0,2 Crore+,MAHARASHTRA,Graduate Professional
1506,Amolak Singh,JAITU (SC),AAP,0,17 Lac+,9 Lac+,PUNJAB,Graduate Professional
1507,Renuka Singh Saruta,BHARATPUR-SONHAT (ST),BJP,0,4 Crore+,4 Lac+,CHHATTISGARH,12th Pass
1508,K.Y.Nanjegowda,MALUR,INC,4,25 Crore+,4 Crore+,KARNATAKA,8th Pass
1509,Surya Prakash Meena,SHAMSHABAD,BJP,0,8 Crore+,2 Crore+,MADHYA PRADESH,Graduate
1510,Ratnakar Mishra,MIRZAPUR,BJP,0,4 Crore+,39 Lac+,UTTAR PRADESH,Others
1511,Babasaheb Patil,KITTUR,INC,0,5 Crore+,1 Crore+,KARNATAKA,Graduate
1512,Narayan Das,DEOGHAR (SC),BJP,1,0,7 Lac+,JHARKHAND,12th Pass
1513,Tilak Kumar Chakraborty,MAHISHADAL,AITC,2,73 Lac+,0,WEST BENGAL,Graduate
1514,Ram Avatar Singh,NOORPUR,SP,0,35 Lac+,73 Thou+,UTTAR PRADESH,Post Graduate
1515,Tufani Saroj,KERAKAT (SC),SP,0,0,23 Lac+,UTTAR PRADESH,Graduate
1516,Rajeshbhaiyya Tope,GANSAVANGI,NCP,0,53 Crore+,14 Crore+,MAHARASHTRA,Graduate Professional
1517,Sushil Singh,SAIYADRAJA,BJP,1,21 Crore+,1 Crore+,UTTAR PRADESH,Graduate
1518,Appala Naidu Baddukonda,NELLIMARLA,YSRCP,0,8 Crore+,10 Lac+,ANDHRA PRADESH,Graduate
1519,Girish Gautam,DEOTALAB,BJP,0,9 Crore+,0,MADHYA PRADESH,Graduate Professional
1520,Vasantha Venkata Krishna Prasad,MYLAVARAM,YSRCP,3,0,32 Crore+,ANDHRA PRADESH,10th Pass
1521,Bhai Virendra,MANER,RJD,8,2 Crore+,35 Lac+,BIHAR,Graduate
1522,Anurag Singh,CHUNAR,BJP,5,11 Crore+,1 Crore+,UTTAR PRADESH,Post Graduate
1523,Subrata Mukherjee,BALLYGUNGE,AITC,2,1 Crore+,0,WEST BENGAL,Post Graduate
1524,K. Babu,NENMARA,CPI(M),5,44 Lac+,90 Thou+,KERALA,Graduate
1525,Ajay Yadav,ATRI,RJD,14,1 Crore+,2 Lac+,BIHAR,12th Pass
1526,Rajesh Naik U,BANTWAL,BJP,0,32 Crore+,5 Crore+,KARNATAKA,Graduate
1527,Daya Shankar Singh,BALLIA NAGAR,BJP,5,3 Crore+,0,UTTAR PRADESH,Post Graduate
1528,Bagi Kumar Verma,KURTHA,RJD,2,8 Crore+,59 Lac+,BIHAR,Graduate
1529,Ijaharul Husain,KISHANGANJ (KISHANGANJ),INC,1,66 Lac+,79 Thou+,BIHAR,Post Graduate
1530,Atishi Marlena,KALKAJI,AAP,1,1 Crore+,0,DELHI,Post Graduate
1531,Pasang Dorjee Sona,MECHUKHA,BJP,0,2 Crore+,0,ARUNACHAL PRADESH,Graduate
1532,Tribhuwan Ram,AJAGARA (SC),BJP,1,14 Crore+,1 Crore+,UTTAR PRADESH,Graduate Professional
1533,Dipayan Chakraborty,SILCHAR,BJP,1,28 Lac+,0,ASSAM,Graduate
1534,Rahul Tiwari,SHAHPUR,RJD,1,7 Crore+,2 Crore+,BIHAR,12th Pass
1535,Anshuman Singh Bhati,KOLAYAT,BJP,1,0,68 Lac+,RAJASTHAN,Graduate
1536,Dr. Hasmukh Patel,AMRAIWADI,BJP,0,86 Lac+,20 Lac+,GUJARAT,Post Graduate
1537,Vegulla Jogeswara Rao,MANDAPETA,TDP,0,36 Crore+,7 Crore+,ANDHRA PRADESH,Graduate
1538,Zirwal Narhari Sitaram,DINDORI (ST),NCP,0,3 Crore+,35 Lac+,MAHARASHTRA,12th Pass
1539,Lucky Yadav,MALHANI,SP,7,17 Crore+,44 Lac+,UTTAR PRADESH,Graduate
1540,T.D.Rajegowda,SRINGERI,INC,0,32 Crore+,4 Crore+,KARNATAKA,Graduate
1541,Madan Lal,KASTURBA NAGAR,AAP,2,3 Crore+,13 Lac+,DELHI,Post Graduate
1542,Sheela Kumari,PHULPARAS,JD(U),0,6 Crore+,0,BIHAR,Post Graduate
1543,Shishpal Singh,KALANWALI (SC),INC,0,83 Lac+,50 Thou+,HARYANA,Post Graduate
1544,S.N. Subbareddy (Chinnakayalapalli),BAGEPALLI,INC,0,313 Crore+,70 Crore+,KARNATAKA,10th Pass
1545,Aniruddha Bhailal Dave,MANDVI,BJP,0,9 Crore+,59 Lac+,GUJARAT,Post Graduate
1546,Kaushikbhai Sukhlal Jain,DARIAPUR,BJP,0,7 Crore+,0,GUJARAT,Graduate
1547,Dr. Baljit Kaur,MALOUT (SC),AAP,0,1 Crore+,60 Lac+,PUNJAB,Post Graduate
1548,Pradeep Agrawal,SEWDA,BJP,0,5 Crore+,36 Lac+,MADHYA PRADESH,Graduate
1549,Rakesh Pratap Singh,GAURIGANJ,SP,4,2 Crore+,37 Lac+,UTTAR PRADESH,10th Pass
1550,Pradeep Eshwar,CHIKKABALLAPUR,INC,2,89 Lac+,17 Lac+,KARNATAKA,12th Pass
1551,Maheshbhai Somjibhai Bhuriya,JHALOD (ST),BJP,3,2 Crore+,27 Lac+,GUJARAT,12th Pass
1552,Amba Prasad,BARKAGAON,INC,1,4 Lac+,0,JHARKHAND,Graduate Professional
1553,Prem Kumar,GAYA TOWN,BJP,6,1 Crore+,9 Lac+,BIHAR,Doctorate
1554,Mahendra Singh Chouhan,BHAINSDEHI (ST),BJP,0,3 Crore+,2 Lac+,MADHYA PRADESH,8th Pass
1555,Aatram Dharamraobaba Bhagwantrao,AHERI (ST),NCP,1,9 Crore+,6 Lac+,MAHARASHTRA,10th Pass
1556,Anil Chikkamadhu,HEGGADADEVANKOTE (ST),INC,2,14 Crore+,2 Crore+,KARNATAKA,10th Pass
1557,Warpudkar Suresh Ambadasrao,PATHRI,INC,1,0,57 Lac+,MAHARASHTRA,Graduate
1558,Sohan Lal Nayak,RAISINGHNAGAR (SC),INC,0,1 Crore+,50 Lac+,RAJASTHAN,Post Graduate
1559,Kesaram Choudhary,MARWAR JUNCTION,BJP,1,4 Crore+,0,RAJASTHAN,Graduate
1560,Sivagama Sundari.K,KRISHNARAYAPURAM (SC),DMK,0,64 Lac+,8 Lac+,TAMIL NADU,Post Graduate
1561,Banshidhar Bhagat,KALADHUNGI,BJP,0,0,0,UTTARAKHAND,8th Pass
1562,Hayeng Mangfi,CHAYANG TAJO,JD(U),0,28 Crore+,17 Crore+,ARUNACHAL PRADESH,Graduate Professional
1563,K.D.Prasenan,ALATHUR,CPI(M),0,2 Crore+,31 Thou+,KERALA,12th Pass
1564,K P Kunhammed Kutti Master,KUTTIADI,CPI(M),4,82 Lac+,0,KERALA,10th Pass
1565,Brajendra Singh Yadav,MUNGAOLI,BJP,0,3 Crore+,1 Crore+,MADHYA PRADESH,5th Pass
1566,A.C.Moideen,KUNNAMKULAM,CPI(M),1,1 Crore+,0,KERALA,8th Pass
1567,Dr. Neelkanth Tiwari,VARANASI SOUTH,BJP,1,1 Crore+,0,UTTAR PRADESH,Doctorate
1568,Saurabh Bharadwaj,GREATER KAILASH,AAP,0,1 Crore+,4 Lac+,DELHI,Graduate Professional
1569,Parmod Kumar Vij,PANIPAT CITY,BJP,0,48 Crore+,0,HARYANA,Graduate
1570,Chaya More,PANDHANA (ST),BJP,0,97 Lac+,17 Lac+,MADHYA PRADESH,Graduate
1571,Harish Chaudhary,BAYTOO,INC,0,6 Crore+,85 Lac+,RAJASTHAN,Post Graduate
1572,Bhagwandas Sabnani,BHOPAL DAKSHIN-PASCHIM,BJP,0,3 Crore+,34 Lac+,MADHYA PRADESH,12th Pass
1573,Rupesh Gowala,DOOM DOOMA,BJP,0,36 Lac+,2 Lac+,ASSAM,Graduate
1574,Rajinder Singh,SUJANPUR,INC,0,31 Crore+,37 Lac+,HIMACHAL PRADESH,Graduate
1575,Gunthoti Venkata Subbaiah,BADVEL,YSRCP,0,1 Crore+,37 Lac+,ANDHRA PRADESH,Post Graduate
1576,Vijay Kumar Singh Alias Dabloo Singh,NABINAGAR,RJD,5,7 Crore+,2 Lac+,BIHAR,10th Pass
1577,Neeraj Kumar Singh,CHHATAPUR,BJP,3,14 Crore+,1 Crore+,BIHAR,12th Pass
1578,Nandita Das,BOKO (SC),INC,0,3 Crore+,18 Lac+,ASSAM,Graduate
1579,Sengchim N. Sangma,CHOKPOT (ST),NPP,0,86 Lac+,0,MEGHALAYA,Graduate
1580,Ranjeet Kumar Dass,PATACHARKUCHI,BJP,0,5 Crore+,1 Crore+,ASSAM,Post Graduate
1581,Krishna Kamal Tanti,RANGAPARA,BJP,0,35 Lac+,0,ASSAM,Graduate Professional
1582,Arvind Chhotubhai Patel,DHARAMPUR (ST),BJP,0,2 Crore+,0,GUJARAT,Graduate
1583,Er. Ravi Bahadur,JWALAPUR (SC),INC,2,12 Lac+,2 Lac+,UTTARAKHAND,Graduate Professional
1584,Gopal Chandra Saha,MALDAHA (SC),BJP,0,2 Crore+,14 Lac+,WEST BENGAL,Graduate
1585,Abdur Razzak,JALANGI,AITC,0,87 Lac+,0,WEST BENGAL,Post Graduate
1586,Jagdish Nayar,HODAL (SC),BJP,0,2 Crore+,11 Lac+,HARYANA,12th Pass
1587,Virendra Singh Lodhi,MARHARA,BJP,5,2 Crore+,49 Lac+,UTTAR PRADESH,Graduate
1588,Harbhajan Singh,JANDIALA (SC),AAP,1,1 Crore+,29 Lac+,PUNJAB,Post Graduate
1589,Velmurugan.T,PANRUTI,DMK,17,23 Lac+,0,TAMIL NADU,Graduate
1590,Mahesh Sambhajiraje Shinde,KOREGAON,SHS,1,22 Crore+,1 Crore+,MAHARASHTRA,Graduate Professional
1591,Umakanta Samantaray,SATYABADI,BJD,2,1 Crore+,28 Lac+,ODISHA,Graduate
1592,Rakesh Kumar Verma Alias Dr. R. K. Verma,RANIGANJ,SP,1,7 Crore+,14 Lac+,UTTAR PRADESH,Graduate Professional
1593,Tangadagi Shivaraj Sangappa,KANAKAGIRI (SC),INC,0,17 Crore+,8 Crore+,KARNATAKA,Graduate
1594,Niranjan Pujari,SONEPUR,BJD,0,3 Crore+,7 Lac+,ODISHA,Graduate Professional
1595,Apurba Sarkar (David),KANDI,AITC,4,3 Crore+,0,WEST BENGAL,12th Pass
1596,Devi Ranjan Tripathy,BANKI,BJD,2,86 Lac+,19 Lac+,ODISHA,Post Graduate
1597,Ashok Gehlot,SARDARPURA,INC,4,0,0,RAJASTHAN,Post Graduate
1598,Sherman Ali Ahmed,BAGHBAR,INC,1,3 Crore+,2 Lac+,ASSAM,Graduate
1599,Mata Prasad Pandey,ITWA,SP,0,5 Crore+,0,UTTAR PRADESH,Post Graduate
1600,Phurpa Tsering,DIRANG,BJP,0,10 Crore+,94 Lac+,ARUNACHAL PRADESH,12th Pass
1601,Vikram Singh Jakhal,NAWALGARH,BJP,1,64 Lac+,0,RAJASTHAN,10th Pass
1602,Letpao Haokip,TENGNOUPAL (ST),BJP,0,4 Crore+,1 Crore+,MANIPUR,Graduate
1603,Jaradoddi Sudhakar,KODUMUR,YSRCP,0,0,20 Lac+,ANDHRA PRADESH,Post Graduate
1604,Thalavai Sundaram N.,KANNIYAKUMARI,AIADMK,1,1 Crore+,7 Lac+,TAMIL NADU,Graduate Professional
1605,Ninong Ering,PASIGHAT WEST,INC,0,9 Crore+,0,ARUNACHAL PRADESH,Graduate
1606,Motiram,REODAR (SC),INC,1,1 Crore+,13 Lac+,RAJASTHAN,10th Pass
1607,Cherukuvada Sriranganadha Raju,ACHANTA,YSRCP,0,44 Crore+,12 Crore+,ANDHRA PRADESH,8th Pass
1608,Pabubha Virambha Manek,DWARKA,BJP,0,115 Crore+,1 Crore+,GUJARAT,Literate
1609,Pradeep Batra,ROORKEE,BJP,1,12 Crore+,3 Crore+,UTTARAKHAND,Post Graduate
1610,Naik Indranil Manohar,PUSAD,NCP,1,4 Crore+,72 Lac+,MAHARASHTRA,Graduate Professional
1611,Pamula Pushpa Sreevani,KURUPAM,YSRCP,1,1 Crore+,27 Lac+,ANDHRA PRADESH,Graduate Professional
1612,Annibal Kennedy,OUPALAM,DMK,0,5 Crore+,0,PUDUCHERRY,Graduate
1613,Okram Ibobi Singh,THOUBAL,INC,4,2 Crore+,68 Lac+,MANIPUR,Graduate
1614,Dr.Neisatuo Mero,PFUTSERO (ST),IND,0,2 Crore+,52 Lac+,NAGALAND,Graduate Professional
1615,Sanjay Pandurang Shirsat,AURANGABAD (WEST) (SC),SHS,0,3 Crore+,1 Crore+,MAHARASHTRA,12th Pass
1616,Neeraj Nayar,CHAMBA,INC,1,8 Crore+,3 Crore+,HIMACHAL PRADESH,Graduate
1617,Tilak Raj Behar,KICHHA,INC,1,6 Crore+,0,UTTARAKHAND,10th Pass
1618,Chandra Mohan Patowary,DHARMAPUR,BJP,0,3 Crore+,1 Crore+,ASSAM,Post Graduate
1619,Khokan Das,BARDHAMAN DAKSHIN,AITC,9,2 Crore+,5 Lac+,WEST BENGAL,10th Pass
1620,Raghuvinder Shokeen,NANGLOI JAT,AAP,1,12 Crore+,3 Crore+,DELHI,Graduate
1621,Sarvan Kumar Nishad,CHAURI-CHAURA,BJP,0,72 Thou+,0,UTTAR PRADESH,Graduate Professional
1622,Parthasarathi Chatterjee,RANAGHAT UTTAR PASCHIM,BJP,0,49 Lac+,23 Lac+,WEST BENGAL,Graduate Professional
1623,Narayan Singh Patta,BICHHIYA (ST),INC,0,3 Crore+,2 Crore+,MADHYA PRADESH,Graduate
1624,Bhojaraj,ALAND,INC,0,4 Crore+,48 Lac+,KARNATAKA,Graduate Professional
1625,Domanlal Korsewada,AHIWARA (SC),BJP,0,1 Crore+,9 Lac+,CHHATTISGARH,Post Graduate
1626,Dibya Shankar Mishra,JUNAGARH,BJD,3,8 Crore+,2 Lac+,ODISHA,Graduate
1627,"Nehru, K.N.",TIRUCHIRAPPALLI WEST,DMK,10,3 Crore+,25 Lac+,TAMIL NADU,12th Pass
1628,Rahul Suresh Narwekar,COLABA,BJP,2,38 Crore+,20 Crore+,MAHARASHTRA,Graduate Professional
1629,Jai Prakash Nishad,RUDRAPUR,BJP,0,3 Crore+,9 Lac+,UTTAR PRADESH,Graduate
1630,Harish Marotiappa Pimpale,MURTIZAPUR (SC),BJP,0,1 Crore+,28 Lac+,MAHARASHTRA,12th Pass
1631,Pramod Kumar Sinha,RAXAUL,BJP,1,1 Crore+,4 Lac+,BIHAR,Literate
1632,Dr. M. P. Arya,NAWABGANJ,BJP,6,19 Crore+,2 Crore+,UTTAR PRADESH,Graduate Professional
1633,Ayyappan P,USILAMPATTI,AIADMK,1,50 Lac+,10 Lac+,TAMIL NADU,Graduate
1634,Bhuvneshwar Gaur,MANALI,INC,3,24 Crore+,0,HIMACHAL PRADESH,Graduate
1635,Kantibhai Himmatbhai Balar,SURAT NORTH,BJP,0,54 Crore+,3 Crore+,GUJARAT,Literate
1636,K.J. Maxy,KOCHI,CPI(M),1,1 Crore+,17 Lac+,KERALA,8th Pass
1637,Rama Shankar Singh,MARIHAN,BJP,1,4 Crore+,57 Lac+,UTTAR PRADESH,Post Graduate
1638,Pritiranjan Gharai,SUKINDA,BJD,1,11 Crore+,20 Lac+,ODISHA,Graduate Professional
1639,Satish Mahana,MAHARAJPUR,BJP,0,24 Crore+,51 Lac+,UTTAR PRADESH,Graduate
1640,Dr. Sharanprakash Rudrappa Patil,SEDAM,INC,3,28 Crore+,14 Crore+,KARNATAKA,Post Graduate
1641,Sanjay Sukhabhai Koradia,JUNAGADH,BJP,0,18 Crore+,2 Crore+,GUJARAT,12th Pass
1642,Rafikul Islam Mondal,BASIRHAT UTTAR,AITC,2,1 Crore+,0,WEST BENGAL,Post Graduate
1643,Ratnesh Sada,SONBARSHA (SC),JD(U),1,1 Crore+,4 Lac+,BIHAR,12th Pass
1644,Anil Nautiyal,KARANPRAYAG,BJP,0,1 Crore+,0,UTTARAKHAND,10th Pass
1645,Jaiveer Singh,KHARKHODA (SC),INC,0,1 Crore+,0,HARYANA,10th Pass
1646,Dr. Pramod Sawant,SANQUELIM,BJP,0,0,1 Crore+,GOA,Post Graduate
1647,Ravidas Mehrotra,LUCKNOW CENTRAL,SP,22,72 Lac+,5 Lac+,UTTAR PRADESH,Graduate Professional
1648,Awadhesh Prasad,MILKIPUR (SC),SP,1,3 Crore+,10 Lac+,UTTAR PRADESH,Post Graduate
1649,Harlal Saharan,CHURU,BJP,1,2 Crore+,2 Lac+,RAJASTHAN,12th Pass
1650,Aftab Uddin Mollah,JALESWAR,INC,1,3 Crore+,0,ASSAM,Post Graduate
1651,Yeasmin Sabina,MOTHABARI,AITC,1,0,3 Lac+,WEST BENGAL,Post Graduate
1652,Vikramaditya Singh,SHIMLA RURAL,INC,11,0,1 Crore+,HIMACHAL PRADESH,Post Graduate
1653,Anil Kumar Sharma,SARDARSHAHAR,INC,0,4 Crore+,58 Lac+,RAJASTHAN,10th Pass
1654,Indra Kumar Sao,BHATAPARA,INC,1,2 Crore+,5 Lac+,CHHATTISGARH,Post Graduate
1655,Jakkampudi Raja,RAJANAGARAM,YSRCP,6,2 Crore+,12 Lac+,ANDHRA PRADESH,Post Graduate
1656,Ashok Mallappa Managuli,SINDGI,INC,1,7 Crore+,3 Crore+,KARNATAKA,Graduate
1657,Rahul Rajpoot,HARCHANDPUR,SP,0,2 Crore+,0,UTTAR PRADESH,Graduate
1658,Narendra Singh Kushwah,BHIND,BJP,3,2 Crore+,18 Lac+,MADHYA PRADESH,12th Pass
1659,Khumukcham Joykisan Singh,THANGMEIBAND,JD(U),8,3 Crore+,32 Lac+,MANIPUR,Graduate
1660,Vinodbhai Amarshibhai Moradiya,KATARGAM,BJP,0,5 Crore+,60 Lac+,GUJARAT,10th Pass
1661,Rakesh Kumar Goswami,MAHOBA,BJP,2,7 Crore+,0,UTTAR PRADESH,Literate
1662,Jagtap Laxman Pandurang,CHINCHWAD,BJP,1,19 Crore+,2 Crore+,MAHARASHTRA,10th Pass
1663,Balwinder Singh Dhaliwal,PHAGWARA (SC),INC,0,2 Crore+,0,PUNJAB,Post Graduate
1664,Bhupinder Singh,NARLA,BJD,0,3 Crore+,0,ODISHA,Post Graduate
1665,Samarpal Singh,NAUGAWAN SADAT,SP,2,1 Crore+,3 Lac+,UTTAR PRADESH,Post Graduate
1666,Subrata Thakur,GAIGHATA (SC),BJP,2,56 Lac+,0,WEST BENGAL,Others
1667,"Raghuraman, A.R.R",SATTUR,DMK,0,1 Crore+,66 Lac+,TAMIL NADU,Graduate Professional
1668,Shreenivasaiah N,NELAMANGALA (SC),INC,0,6 Crore+,1 Crore+,KARNATAKA,Post Graduate
1669,L. Sambath,MUDALIARPET,DMK,6,80 Lac+,20 Lac+,PUDUCHERRY,Graduate Professional
1670,Vinay Prakash,RAMKOLA (SC),BJP,0,71 Lac+,0,UTTAR PRADESH,12th Pass
1671,Hari Prakash Verma,JALALABAD,BJP,0,2 Crore+,16 Lac+,UTTAR PRADESH,Graduate Professional
1672,Jignesh Mevani,VADGAM (SC),INC,10,35 Lac+,0,GUJARAT,Graduate Professional
1673,Sunil Kumar,BHORE (SC),JD(U),0,6 Crore+,3 Lac+,BIHAR,Post Graduate
1674,O.P.Choudhary,RAIGARH,BJP,5,12 Crore+,65 Lac+,CHHATTISGARH,Graduate
1675,Ranajagjitsinha Padmasinha Patil,TULJAPUR,BJP,4,41 Crore+,10 Crore+,MAHARASHTRA,Graduate Professional
1676,Kunga Nima Lepcha,SHYARI,Sikkim Krantikari Morcha,0,62 Lac+,2 Lac+,SIKKIM,Graduate
1677,Mahendra Jeet Singh Malviya,BAGIDORA (ST),INC,0,11 Crore+,5 Crore+,RAJASTHAN,Graduate
1678,Dr Satish Sikarwar,GWALIOR EAST,INC,0,1 Crore+,28 Lac+,MADHYA PRADESH,Doctorate
1679,Amit Kumar Mandal,GODDA,BJP,0,7 Crore+,43 Lac+,JHARKHAND,Post Graduate
1680,Latabai Chandrakant Sonawane,CHOPDA (ST),SHS,0,18 Crore+,5 Lac+,MAHARASHTRA,12th Pass
1681,Sekh Sahonawez,KETUGRAM,AITC,6,1 Crore+,0,WEST BENGAL,12th Pass
1682,Kevipodi Sophie,SOUTHERN ANGAMI-I (ST),IND,0,6 Crore+,0,NAGALAND,Post Graduate
1683,Poonam Sankhwar,RASULABAD (SC),BJP,0,3 Crore+,15 Lac+,UTTAR PRADESH,Post Graduate
1684,Siddharth Patel,VAISHALI,JD(U),0,2 Crore+,80 Thou+,BIHAR,Graduate
1685,Dharmendrasinh Ranubha Vaghela (Bapu),VAGHODIA,IND,0,111 Crore+,27 Crore+,GUJARAT,10th Pass
1686,Phoolsingh Rathiya,RAMPUR (ST),INC,0,0,11 Lac+,CHHATTISGARH,8th Pass
1687,M V Govindan Master,TALIPARAMBA,CPI(M),4,1 Crore+,0,KERALA,10th Pass
1688,Kanade Lahu Natha,SHRIRAMPUR (SC),INC,1,9 Crore+,1 Crore+,MAHARASHTRA,Post Graduate
1689,A . Vetriazhagan,VILLIVAKKAM,DMK,0,23 Crore+,5 Crore+,TAMIL NADU,Post Graduate
1690,Bhupendrabhai Gandubhai Bhayani,VISAVADAR,AAP,1,64 Lac+,13 Lac+,GUJARAT,10th Pass
1691,Linto Joseph,THIRUVAMBADY,CPI(M),4,76 Lac+,14 Lac+,KERALA,Post Graduate
1692,Deboprasad Bag (Poltu),KALNA (SC),AITC,2,2 Crore+,14 Lac+,WEST BENGAL,10th Pass
1693,Vipin Singh Parmar,SULLAH,BJP,0,5 Crore+,48 Lac+,HIMACHAL PRADESH,Graduate Professional
1694,Sandeep Jakhar,ABOHAR,INC,0,27 Crore+,0,PUNJAB,Graduate
1695,Govindbhai Raijibhai Parmar,UMRETH,BJP,3,2 Crore+,31 Lac+,GUJARAT,5th Pass
1696,Aslam Ramzanali Shaikh,MALAD WEST,INC,7,11 Crore+,41 Lac+,MAHARASHTRA,8th Pass
1697,K.Pitchandi,KILPENNATHUR,DMK,0,0,24 Lac+,TAMIL NADU,Post Graduate
1698,Lakshman Dass,RATIA (SC),BJP,0,66 Lac+,21 Lac+,HARYANA,Graduate Professional
1699,Kambala Jogulu,RAJAM,YSRCP,2,40 Lac+,0,ANDHRA PRADESH,Graduate Professional
1700,Subash Singh,GOPALGANJ,BJP,6,2 Crore+,8 Lac+,BIHAR,10th Pass
1701,Chakradhar Gogoi,MORAN,BJP,0,0,7 Lac+,ASSAM,Graduate
1702,Narendranath Chakraborty,PANDABESWAR,AITC,7,1 Crore+,21 Lac+,WEST BENGAL,12th Pass
1703,M.R.K.Panneerselvam,KURINJIPADI,DMK,12,10 Crore+,74 Lac+,TAMIL NADU,Graduate Professional
1704,Amulkandasami T K,VALPARAI (SC),AIADMK,0,1 Crore+,28 Lac+,TAMIL NADU,10th Pass
1705,Rajendra Pal Gautam,SEEMA PURI,AAP,0,1 Crore+,73 Lac+,DELHI,Graduate Professional
1706,Inder Singh Parmar,SHUJALPUR,BJP,2,7 Crore+,1 Crore+,MADHYA PRADESH,Graduate Professional
1707,Tana Hali Tara,DOIMUKH,BJP,0,84 Crore+,0,ARUNACHAL PRADESH,10th Pass
1708,Minakshi Singh,KHURJA (SC),BJP,1,1 Crore+,36 Lac+,UTTAR PRADESH,Graduate Professional
1709,Patel Harshadbhai Ranchhodbhai,SABARMATI,BJP,0,8 Crore+,0,GUJARAT,Doctorate
1710,Nallapareddy Prasanna Kumar Reddy,KOVUR,YSRCP,1,17 Crore+,2 Crore+,ANDHRA PRADESH,Graduate
1711,Mool Chandra Singh,MADHAUGARH,BJP,0,0,28 Lac+,UTTAR PRADESH,Post Graduate
1712,Kamalakanta Hansda,KASHIPUR,BJP,0,0,13 Lac+,WEST BENGAL,Post Graduate
1713,Mangal Kalindi,JUGSALAI (SC),JMM,0,30 Thou+,0,JHARKHAND,10th Pass
1714,Thokchom Lokeshwar Singh,KHUNDRAKPAM,INC,1,4 Crore+,35 Lac+,MANIPUR,Post Graduate
1715,Rao Dan Singh,MAHENDRAGARH,INC,1,15 Crore+,24 Lac+,HARYANA,Post Graduate
1716,Purnima Niraj Singh,JHARIA,INC,0,1 Crore+,0,JHARKHAND,Post Graduate
1717,Sushanta Deb,BISHALGARH,BJP,2,23 Lac+,5 Thou+,TRIPURA,12th Pass
1718,Gyan Tiwari,SEVATA,BJP,3,5 Crore+,35 Lac+,UTTAR PRADESH,Graduate
1719,Goruk Pordung,BAMENG,BJP,0,3 Crore+,0,ARUNACHAL PRADESH,Literate
1720,Ashish Kumar Singh (Ashu),BILGRAM-MALLANWAN,BJP,1,2 Crore+,5 Lac+,UTTAR PRADESH,Doctorate
1721,Adv.V.K.Prasanth,VATTIYOORKAVU,CPI(M),6,0,0,KERALA,Graduate Professional
1722,Sabitri Mitra,MANIKCHAK,AITC,0,64 Lac+,0,WEST BENGAL,10th Pass
